Cafe Name,Outdoor Seating,Indoor Seating,Latitude,Longitude,Orientation,Date,Day of Year,Time of Day,Sunrise Time,Sunset Time,Solar Angle (°),Temperature (°C),Humidity (%),Cloud Cover (%),Sunshine Duration (min),Wind Speed (km/h),Weather Condition,Is Cloudy,Sunlight Status
Maple Espresso,Yes,No,49.399081,8.679972,North,2025-04-16,106,18:30,05:25,21:04,0.0,12.9,40,26,40,14.4,Clear,No,Sunny
Moon Café,Yes,No,49.394594,8.671035,South,2023-08-06,218,06:00,05:42,20:47,0.0,22.0,64,17,49,0.7,Rain,No,Shady
Café Meadow,Yes,Yes,49.396666,8.677826,West,2024-03-17,77,12:30,04:56,21:33,0.0,26.7,49,58,0,8.0,Clear,Yes,Sunny
Nest Beans,Yes,No,49.410147,8.67749,North,2023-06-16,167,06:15,05:59,20:30,0.0,19.7,88,87,0,3.1,Cloudy,Yes,Sunny
Cliff Roasters,No,Yes,49.396404,8.668657,West,2025-03-28,87,19:15,05:06,21:23,0.0,10.5,81,4,64,12.6,Clear,No,Shady
Cafe de Berg,No,No,49.40145,8.678142,South,2025-03-09,68,15:30,04:46,21:43,0.0,22.7,82,20,40,9.4,Clear,No,Sunny
Cafe Nest,Yes,No,49.39963,8.676452,South,2024-01-06,6,18:00,04:02,22:27,0.0,13.2,76,28,28,10.1,Fog,No,Sunny
The Cedar Cafe,Yes,No,49.396493,8.67262,West,2025-04-18,108,10:00,05:27,21:02,36.13,8.9,86,16,53,14.7,Clear,No,Sunny
Latte Coffee,No,No,49.401639,8.66533,North,2025-01-03,3,10:15,04:01,22:28,0.0,17.6,42,36,17,6.6,Clear,No,Sunny
Drift Coffee,Yes,No,49.402193,8.676066,North,2023-10-18,291,07:15,04:32,21:57,0.0,15.1,81,41,26,10.1,Clear,No,Sunny
Storm Beans,Yes,Yes,49.4007,8.667431,West,2023-10-21,294,17:45,04:29,22:00,0.0,15.0,56,18,38,4.4,Rain,No,Sunny
Roast Espresso,Yes,No,49.405204,8.680253,North,2023-11-20,324,06:45,04:08,22:21,0.0,20.2,77,0,58,0.8,Clear,No,Sunny
Elm Roasters,No,No,49.396892,8.68314,East,2024-06-21,173,16:45,05:59,20:30,44.98,11.4,48,51,0,13.1,Cloudy,Yes,Sunny
Storm Beans,No,Yes,49.405422,8.678105,South,2025-02-24,55,10:45,04:34,21:55,0.0,16.3,49,32,28,7.6,Cloudy,No,Sunny
Cafe de Quay,No,No,49.403393,8.677458,East,2024-12-24,359,14:15,04:00,22:29,0.0,18.0,76,89,0,7.7,Clear,Yes,Sunny
The Indigo Cafe,Yes,Yes,49.402509,8.664187,North,2023-05-31,151,16:15,05:56,20:33,42.29,15.3,69,96,0,4.2,Cloudy,Yes,Sunny
Stone Café,No,Yes,49.406252,8.665344,West,2024-06-22,174,17:30,05:59,20:30,23.27,16.0,52,60,1,7.2,Clear,Yes,Sunny
Indigo Brew House,Yes,Yes,49.396137,8.666639,North,2023-11-23,327,18:00,04:06,22:23,0.0,7.9,75,38,29,5.6,Fog,No,Sunny
Echo Roasters,Yes,Yes,49.395208,8.676626,South,2024-04-09,100,18:45,05:19,21:10,0.0,15.4,59,90,0,12.5,Cloudy,Yes,Shady
Marble Brew House,Yes,No,49.399055,8.676338,West,2025-04-09,99,13:30,05:18,21:11,27.93,20.2,54,52,4,10.8,Fog,Yes,Shady
Cafe de Berg,No,No,49.410783,8.674621,West,2024-11-09,314,11:15,04:14,22:15,0.0,10.0,74,98,0,4.3,Cloudy,Yes,Sunny
Bean Beans,Yes,No,49.402628,8.679674,East,2025-02-16,47,16:00,04:27,22:02,0.0,15.4,74,46,23,2.0,Cloudy,No,Shady
Mist Coffee,No,No,49.398563,8.671873,South,2025-01-19,19,17:15,04:07,22:22,0.0,17.3,84,85,0,0.5,Clear,Yes,Sunny
Berlin Café,No,Yes,49.399034,8.66674,East,2024-10-25,299,08:30,04:25,22:04,0.0,15.1,69,79,0,10.4,Fog,Yes,Sunny
Cafe de Soho,No,Yes,49.392711,8.675284,North,2024-03-01,61,06:15,04:39,21:50,0.0,18.1,64,3,59,0.5,Clear,No,Sunny
Cafe de Velvet,No,Yes,49.399993,8.679696,West,2024-12-17,352,16:00,04:00,22:29,0.0,11.8,75,96,0,8.7,Clear,Yes,Shady
Cafe de Stone,Yes,Yes,49.394048,8.675892,West,2024-02-17,48,19:15,04:27,22:02,12.19,9.7,54,63,5,2.1,Clear,Yes,Sunny
Nook Coffee,No,Yes,49.399896,8.669919,West,2024-11-09,314,20:15,04:14,22:15,34.87,12.4,57,60,0,5.6,Clear,Yes,Sunny
Onyx Espresso,Yes,No,49.408385,8.658433,West,2025-05-13,133,17:00,05:46,20:43,18.42,9.4,90,22,43,8.2,Rain,No,Sunny
Cafe de Nook,No,No,49.396649,8.680082,West,2024-11-15,320,13:15,04:10,22:19,0.0,20.5,40,81,0,14.0,Clear,Yes,Shady
Cafe de Cliff,Yes,Yes,49.402592,8.674669,West,2024-01-06,6,13:15,04:02,22:27,0.0,16.8,50,29,37,4.7,Cloudy,No,Sunny
Cafe Hollow,Yes,Yes,49.400032,8.676665,East,2023-10-22,295,11:00,04:28,22:01,0.0,21.4,45,38,18,1.6,Clear,No,Sunny
Flint Roasters,Yes,No,49.394383,8.679864,North,2023-10-01,274,11:30,04:48,21:41,0.0,18.8,68,14,53,14.9,Clear,No,Shady
Cafe Elm,No,Yes,49.396299,8.674489,West,2025-03-20,79,07:45,04:58,21:31,0.0,11.3,42,29,37,3.3,Cloudy,No,Sunny
Sky Café,No,Yes,49.392422,8.677576,South,2024-10-09,283,15:15,04:39,21:50,0.0,10.8,45,19,32,0.3,Cloudy,No,Sunny
Sun Coffee,Yes,Yes,49.398701,8.678174,East,2023-12-08,342,10:15,04:01,22:28,0.0,15.9,82,91,0,7.8,Fog,Yes,Sunny
Moon Brew House,No,No,49.399819,8.665218,North,2025-02-25,56,14:00,04:35,21:54,0.0,18.4,87,90,0,6.5,Clear,Yes,Shady
Station Roasters,Yes,No,49.392635,8.671741,South,2023-06-12,163,14:45,05:59,20:30,77.16,12.1,81,27,23,9.8,Rain,No,Sunny
Stone Roasters,Yes,No,49.399822,8.677386,South,2025-05-28,148,15:30,05:54,20:35,58.61,18.9,58,23,44,4.8,Clear,No,Sunny
Cocoa Espresso,Yes,No,49.395238,8.669205,East,2025-01-29,29,13:45,04:13,22:16,0.0,12.1,74,8,56,14.7,Clear,No,Shady
Echo Beans,No,No,49.400236,8.667296,North,2024-04-17,108,16:00,05:27,21:02,20.86,13.1,60,91,0,6.4,Clear,Yes,Sunny
The Twilight Cafe,Yes,Yes,49.393307,8.664413,West,2025-04-12,102,11:15,05:21,21:08,32.14,17.3,77,17,49,7.4,Clear,No,Sunny
Caramel Brew House,Yes,Yes,49.399749,8.66898,South,2023-09-15,258,06:00,05:05,21:24,0.0,12.1,73,31,24,8.9,Cloudy,No,Sunny
Cafe de Luna,No,No,49.400861,8.685082,West,2024-04-22,113,06:15,05:31,20:58,0.0,13.5,71,51,8,13.0,Fog,Yes,Sunny
The Valley Cafe,No,Yes,49.393418,8.671388,North,2025-01-02,2,09:30,04:01,22:28,0.0,13.8,46,4,64,9.4,Clear,No,Sunny
The Cinnamon Cafe,Yes,No,49.394476,8.667261,North,2024-05-05,126,18:15,05:42,20:47,0.0,9.7,68,13,42,12.1,Rain,No,Shady
Café Forest,Yes,No,49.396428,8.671515,North,2023-10-08,281,13:45,04:41,21:48,0.0,19.2,83,70,0,2.8,Clear,Yes,Shady
Macchiato Espresso,Yes,Yes,49.404207,8.675623,South,2024-06-02,154,06:15,05:57,20:32,0.0,16.1,40,25,25,11.2,Cloudy,No,Shady
Rossi Espresso,No,No,49.412682,8.675997,South,2023-06-30,181,11:00,05:59,20:30,85.71,17.3,78,59,0,12.5,Clear,Yes,Sunny
Haze Roasters,Yes,Yes,49.393757,8.681656,East,2024-01-05,5,11:00,04:02,22:27,0.0,20.0,54,84,0,11.5,Clear,Yes,Shady
Barn Brew House,No,No,49.402618,8.674431,West,2024-02-19,50,06:45,04:29,22:00,0.0,11.8,77,55,5,7.5,Cloudy,Yes,Sunny
Cafe de Quay,Yes,Yes,49.396237,8.672921,West,2024-08-27,240,07:45,05:23,21:06,8.8,16.9,74,71,0,14.3,Clear,Yes,Sunny
Pulse Coffee,Yes,No,49.399686,8.676563,South,2023-06-08,159,17:00,05:58,20:31,22.78,9.8,87,12,38,10.3,Fog,No,Sunny
Cafe de Latte,No,Yes,49.398207,8.671112,East,2024-12-11,346,16:45,04:00,22:29,0.0,13.6,71,99,0,8.4,Clear,Yes,Shady
Pulse Café,No,Yes,49.402238,8.670567,East,2023-12-09,343,17:15,04:01,22:28,0.0,12.2,56,69,0,4.5,Clear,Yes,Shady
The Mist Cafe,No,Yes,49.396336,8.67326,North,2025-01-13,13,20:00,04:04,22:25,41.14,7.3,61,15,54,1.4,Cloudy,No,Sunny
Cafe Fog,Yes,No,49.408714,8.674817,South,2024-06-07,159,16:00,05:58,20:31,44.0,18.6,85,15,35,10.5,Rain,No,Sunny
Cafe Grove,Yes,Yes,49.405957,8.681583,East,2023-10-23,296,07:00,04:27,22:02,0.0,13.2,86,45,12,14.6,Clear,No,Sunny
Twilight Coffee,No,Yes,49.401909,8.67167,East,2023-11-29,333,11:15,04:04,22:25,0.0,14.6,64,53,1,1.4,Clear,Yes,Sunny
Obsidian Roasters,Yes,No,49.406964,8.664537,North,2024-01-18,18,07:30,04:07,22:22,0.0,17.7,82,81,0,12.4,Cloudy,Yes,Sunny
Den Brew House,Yes,No,49.390966,8.668451,North,2023-08-15,227,18:15,05:35,20:54,0.0,17.6,81,75,0,3.5,Rain,Yes,Sunny
Indigo Espresso,Yes,Yes,49.400939,8.680278,South,2024-01-09,9,10:45,04:03,22:26,0.0,20.1,73,71,0,14.8,Clear,Yes,Sunny
Café Gallery,No,No,49.393498,8.664081,South,2023-12-19,353,13:45,04:00,22:29,0.0,14.4,90,68,0,9.3,Clear,Yes,Shady
Maple Espresso,No,Yes,49.393854,8.67785,South,2024-04-13,104,08:00,05:23,21:06,18.07,12.6,58,52,15,12.6,Cloudy,Yes,Sunny
Cocoa Coffee,Yes,Yes,49.39673,8.67386,West,2023-05-31,151,18:00,05:56,20:33,0.0,13.7,48,99,0,13.1,Clear,Yes,Sunny
Cafe de Nook,Yes,No,49.400886,8.668835,South,2024-11-04,309,16:15,04:17,22:12,0.0,10.2,53,0,56,6.7,Rain,No,Sunny
Vanilla Brew House,No,No,49.403712,8.669814,North,2023-08-07,219,16:30,05:41,20:48,30.63,16.6,40,66,0,2.8,Clear,Yes,Sunny
The Moss Cafe,No,Yes,49.40386,8.671866,East,2024-10-04,278,16:15,04:44,21:45,0.0,10.4,69,59,7,15.0,Clear,Yes,Shady
Macchiato Espresso,Yes,Yes,49.400224,8.668305,North,2025-03-30,89,09:45,05:08,21:21,9.82,12.8,86,34,27,1.5,Cloudy,No,Shady
Elm Brew House,Yes,No,49.392117,8.680679,South,2023-12-09,343,19:15,04:01,22:28,22.9,18.9,65,100,0,6.9,Clear,Yes,Sunny
Drift Espresso,Yes,No,49.395046,8.67606,North,2024-03-11,71,17:15,04:49,21:40,0.0,14.8,40,68,0,9.0,Clear,Yes,Sunny
Valley Beans,Yes,No,49.393296,8.669193,West,2024-10-22,296,08:45,04:27,22:02,0.0,17.1,70,81,0,3.2,Rain,Yes,Sunny
Cafe de Heidel,Yes,No,49.400182,8.667201,North,2024-09-15,259,11:00,05:04,21:25,5.23,13.5,87,26,30,11.8,Fog,No,Sunny
Brass Espresso,Yes,Yes,49.406392,8.67278,South,2024-10-03,277,12:30,04:45,21:44,0.0,16.8,65,43,11,5.6,Cloudy,No,Shady
Latte Café,Yes,No,49.404159,8.672191,North,2023-09-19,262,12:45,05:01,21:28,0.77,18.5,45,21,35,7.1,Rain,No,Sunny
Café Espresso,Yes,No,49.401114,8.675471,South,2024-03-02,62,11:30,04:40,21:49,0.0,19.2,81,77,0,8.1,Rain,Yes,Sunny
Flint Espresso,No,No,49.397287,8.674659,East,2024-02-26,57,16:45,04:36,21:53,0.0,10.5,57,85,0,7.5,Fog,Yes,Sunny
Fern Brew House,Yes,Yes,49.400526,8.678121,West,2024-03-21,81,17:15,05:00,21:29,0.4,9.2,55,11,46,14.5,Rain,No,Sunny
Frame Café,Yes,No,49.403066,8.671737,South,2025-03-18,77,08:45,04:56,21:33,0.0,18.9,62,68,0,13.6,Clear,Yes,Sunny
Cafe Gallery,Yes,Yes,49.385017,8.671754,East,2025-03-11,70,09:15,04:48,21:41,0.0,18.2,66,70,0,12.7,Clear,Yes,Sunny
Onyx Café,Yes,No,49.399092,8.673163,South,2024-01-18,18,19:30,04:07,22:22,20.4,9.7,86,89,0,4.2,Rain,Yes,Sunny
Valley Beans,Yes,Yes,49.401028,8.678669,North,2024-08-18,231,15:00,05:31,20:58,32.84,24.1,43,39,11,14.4,Clear,No,Sunny
Cafe de Vienna,No,No,49.392136,8.674253,South,2024-07-13,195,13:00,05:55,20:34,79.77,12.6,66,50,14,6.5,Rain,No,Sunny
Cafe River,No,Yes,49.403562,8.685191,South,2025-02-01,32,13:30,04:15,22:14,0.0,12.0,65,41,15,14.7,Fog,No,Sunny
Storm Café,Yes,No,49.399369,8.669763,South,2024-07-04,186,12:45,05:58,20:31,87.11,15.6,81,46,14,6.9,Clear,No,Sunny
Cafe de Nova,Yes,No,49.394198,8.68375,North,2024-11-09,314,17:45,04:14,22:15,0.0,16.6,90,28,28,6.3,Clear,No,Sunny
Café Indigo,Yes,Yes,49.396369,8.686052,North,2023-06-15,166,09:15,05:59,20:30,63.38,14.7,46,37,29,6.2,Clear,No,Sunny
Berg Roasters,No,No,49.402153,8.666549,West,2024-04-16,107,08:15,05:26,21:03,20.17,13.9,45,4,57,5.1,Rain,No,Shady
Barn Brew House,Yes,Yes,49.403107,8.669344,South,2024-04-07,98,12:30,05:17,21:12,27.44,17.8,72,70,0,10.5,Clear,Yes,Sunny
Aurora Roasters,No,No,49.397553,8.673272,North,2025-03-28,87,08:30,05:06,21:23,5.41,16.6,81,87,0,7.7,Clear,Yes,Sunny
Cafe de Cocoa,No,No,49.398014,8.668932,South,2024-01-17,17,10:15,04:06,22:23,0.0,5.2,65,59,0,13.5,Clear,Yes,Sunny
Meadow Beans,Yes,Yes,49.399987,8.668843,North,2023-10-14,287,10:15,04:36,21:53,0.0,13.9,42,40,28,8.9,Rain,No,Sunny
Pulse Espresso,No,No,49.404446,8.665353,West,2024-09-08,252,09:45,05:11,21:18,11.44,7.5,84,71,0,6.6,Clear,Yes,Sunny
Cafe de Zurich,No,No,49.394368,8.680814,West,2024-01-28,28,20:45,04:12,22:17,35.11,17.0,90,71,0,12.7,Clear,Yes,Sunny
Grind Coffee,No,No,49.396555,8.681954,North,2024-05-11,132,07:45,05:46,20:43,18.18,16.5,81,2,57,7.6,Cloudy,No,Shady
Cafe Corner,No,No,49.397229,8.669606,East,2023-11-25,329,15:30,04:05,22:24,0.0,20.9,70,30,38,9.3,Rain,No,Sunny
Cafe Choco,Yes,Yes,49.40104,8.675805,North,2024-06-01,153,14:00,05:56,20:33,74.13,18.9,40,82,0,7.7,Cloudy,Yes,Sunny
Cafe Cedar,No,Yes,49.392079,8.680001,North,2024-10-02,276,09:30,04:46,21:43,0.0,18.1,88,63,0,1.2,Rain,Yes,Sunny
Porch Espresso,Yes,No,49.405303,8.667454,West,2023-06-22,173,12:45,05:59,20:30,89.96,13.9,72,22,47,11.2,Cloudy,No,Sunny
Cafe Flint,No,Yes,49.402414,8.677307,East,2024-05-15,136,18:45,05:48,20:41,0.0,9.3,72,72,0,7.0,Clear,Yes,Sunny
Harbor Coffee,No,No,49.396801,8.671788,East,2024-09-28,272,19:00,04:50,21:39,3.79,6.0,53,77,0,13.9,Fog,Yes,Sunny
Café Brass,Yes,No,49.407755,8.676163,South,2024-08-11,224,16:45,05:37,20:52,27.69,16.2,70,75,0,0.1,Cloudy,Yes,Sunny
Vine Café,No,Yes,49.395028,8.668834,North,2024-04-01,92,18:45,05:11,21:18,0.0,14.2,41,16,43,14.7,Clear,No,Shady
Drift Roasters,No,No,49.403927,8.668116,South,2024-06-19,171,20:45,05:59,20:30,0.0,11.7,54,43,18,6.0,Clear,No,Shady
Station Roasters,No,Yes,49.404181,8.671601,North,2024-05-02,123,08:15,05:39,20:50,30.35,16.4,65,20,50,10.5,Rain,No,Shady
The Zephyr Cafe,Yes,No,49.401537,8.677314,East,2025-02-18,49,06:45,04:28,22:01,0.0,13.9,51,91,0,0.6,Rain,Yes,Sunny
The Meadow Cafe,No,Yes,49.394045,8.67832,South,2025-05-15,135,10:15,05:48,20:41,63.25,11.9,46,7,63,6.7,Cloudy,No,Sunny
Cafe Pine,Yes,No,49.398941,8.677857,South,2024-01-26,26,18:00,04:11,22:18,0.0,14.7,61,19,43,13.1,Clear,No,Sunny
Frame Coffee,Yes,Yes,49.399068,8.667222,South,2024-08-07,220,20:15,05:40,20:49,0.0,12.8,58,17,52,11.4,Cloudy,No,Sunny
Mont Espresso,Yes,No,49.405105,8.670131,East,2025-04-28,118,06:00,05:35,20:54,0.0,11.0,86,15,50,7.3,Clear,No,Sunny
Bean Brew House,No,Yes,49.400711,8.66696,North,2023-12-13,347,08:15,04:00,22:29,0.0,19.9,51,52,1,5.7,Fog,Yes,Shady
Bay Coffee,Yes,Yes,49.404793,8.66793,North,2025-04-06,96,09:45,05:15,21:14,17.31,9.3,79,95,0,10.7,Clear,Yes,Sunny
Vine Beans,Yes,No,49.400207,8.666006,North,2024-02-17,48,09:45,04:27,22:02,0.0,13.7,42,98,0,12.1,Clear,Yes,Sunny
Cafe Cinnamon,No,Yes,49.394483,8.664099,West,2024-07-20,202,08:45,05:52,20:37,38.84,13.8,85,34,17,9.0,Rain,No,Sunny
Cinnamon Coffee,No,Yes,49.403677,8.673212,East,2024-04-02,93,10:00,05:12,21:17,17.3,14.8,69,46,5,5.5,Fog,No,Sunny
Cafe de Hill,Yes,No,49.401452,8.677852,North,2024-06-14,166,09:15,05:59,20:30,63.38,18.7,74,44,7,13.9,Rain,No,Sunny
Café Hazel,No,Yes,49.401721,8.667955,East,2024-09-23,267,10:00,04:56,21:33,0.0,16.1,82,96,0,4.4,Clear,Yes,Sunny
Cafe de Barn,Yes,Yes,49.390423,8.677405,South,2023-10-01,274,07:45,04:48,21:41,0.0,22.5,73,38,27,13.3,Rain,No,Sunny
Oak Beans,No,Yes,49.399072,8.671493,South,2024-10-04,278,14:00,04:44,21:45,0.0,20.8,61,73,0,8.4,Rain,Yes,Sunny
Drift Brew House,No,Yes,49.399103,8.663153,North,2025-01-04,4,08:30,04:01,22:28,0.0,12.3,66,66,0,7.7,Clear,Yes,Sunny
Valley Brew House,Yes,Yes,49.398647,8.67419,South,2024-06-08,160,11:30,05:58,20:31,85.31,15.1,88,68,0,4.8,Rain,Yes,Sunny
Elm Beans,Yes,Yes,49.395785,8.671206,South,2025-04-06,96,17:45,05:15,21:14,6.33,13.3,45,11,58,2.0,Cloudy,No,Sunny
The Forest Cafe,Yes,No,49.400628,8.676194,South,2024-01-10,10,15:15,04:03,22:26,0.0,12.5,76,1,52,13.2,Rain,No,Sunny
Drift Roasters,No,Yes,49.403733,8.672618,West,2024-09-10,254,06:30,05:09,21:20,0.0,12.6,84,79,0,11.0,Clear,Yes,Sunny
Cafe de Dawn,No,Yes,49.406489,8.677753,West,2024-11-09,314,08:30,04:14,22:15,0.0,18.1,66,49,17,6.4,Clear,No,Sunny
Cafe de Bloom,Yes,No,49.397273,8.676389,South,2024-12-05,340,14:30,04:01,22:28,0.0,10.9,41,10,40,6.3,Clear,No,Sunny
Cafe de Gallery,No,No,49.401718,8.674671,South,2025-02-14,45,18:30,04:25,22:04,0.0,14.3,76,37,17,10.5,Cloudy,No,Sunny
Lantern Beans,No,Yes,49.396964,8.679916,West,2024-12-14,349,13:00,04:00,22:29,0.0,11.7,48,10,45,4.2,Rain,No,Shady
Grind Brew House,No,Yes,49.404449,8.67314,East,2024-12-20,355,07:45,04:00,22:29,0.0,13.2,51,80,0,6.0,Cloudy,Yes,Sunny
Café Drift,Yes,No,49.398365,8.673304,East,2024-07-27,209,06:00,05:48,20:41,0.0,18.4,77,96,0,13.7,Cloudy,Yes,Sunny
Cafe Coral,No,No,49.394315,8.670758,South,2023-08-16,228,17:15,05:34,20:55,13.03,19.9,51,100,0,2.0,Fog,Yes,Shady
Cliff Coffee,No,Yes,49.403724,8.663547,East,2023-12-04,338,19:00,04:02,22:27,22.44,9.4,42,74,0,11.7,Clear,Yes,Shady
Cedar Roasters,Yes,No,49.390701,8.66402,North,2023-07-26,207,06:30,05:49,20:40,0.0,11.9,45,4,48,3.6,Cloudy,No,Shady
Star Café,Yes,No,49.391957,8.669526,East,2023-12-27,361,12:00,04:00,22:29,0.0,20.0,84,41,26,3.2,Fog,No,Shady
Flint Brew House,No,No,49.394736,8.67122,East,2023-10-07,280,12:30,04:42,21:47,0.0,17.4,43,7,51,10.7,Clear,No,Sunny
Cafe de Porch,No,Yes,49.396243,8.667153,East,2024-10-01,275,15:00,04:47,21:42,0.0,16.1,51,16,37,6.3,Fog,No,Shady
Oak Café,Yes,No,49.401454,8.67719,South,2023-12-25,359,13:00,04:00,22:29,0.0,21.0,69,10,51,5.5,Clear,No,Shady
Stream Café,No,No,49.404013,8.669024,South,2024-01-13,13,16:30,04:04,22:25,0.0,18.4,41,80,0,10.6,Fog,Yes,Shady
Cafe de Haze,Yes,Yes,49.397536,8.669099,South,2024-03-16,76,12:15,04:55,21:34,0.0,16.0,85,92,0,6.2,Fog,Yes,Sunny
Brook Brew House,Yes,Yes,49.398729,8.662511,North,2023-06-18,169,18:15,05:59,20:30,0.0,16.9,50,33,18,10.2,Clear,No,Sunny
Cafe de Hollow,Yes,Yes,49.390006,8.669989,North,2025-02-26,57,08:00,04:36,21:53,0.0,8.3,70,25,38,2.2,Clear,No,Sunny
Alcove Roasters,Yes,Yes,49.400657,8.67211,South,2023-12-14,348,17:45,04:00,22:29,0.0,17.4,72,24,38,9.1,Clear,No,Sunny
Petal Café,Yes,Yes,49.401014,8.662269,East,2024-11-30,335,18:00,04:03,22:26,0.0,15.1,65,41,23,5.6,Clear,No,Sunny
Cafe de Grind,Yes,Yes,49.397854,8.667479,East,2023-06-15,166,09:15,05:59,20:30,63.38,20.3,44,15,45,9.7,Rain,No,Sunny
Stream Espresso,No,Yes,49.397488,8.670695,North,2024-12-15,350,07:00,04:00,22:29,0.0,11.2,62,39,24,0.1,Cloudy,No,Sunny
Cafe Mist,No,Yes,49.395748,8.674682,West,2024-03-21,81,08:15,05:00,21:29,0.77,10.0,51,61,0,1.2,Clear,Yes,Sunny
Obsidian Espresso,Yes,No,49.395432,8.670709,North,2024-05-25,146,09:00,05:54,20:35,57.72,9.3,60,88,0,0.4,Rain,Yes,Sunny
Cafe Cliff,No,Yes,49.39669,8.669565,South,2023-09-28,271,17:45,04:52,21:37,0.0,7.3,90,17,53,7.6,Clear,No,Sunny
Heidel Espresso,No,Yes,49.401032,8.680104,West,2025-05-04,124,08:30,05:40,20:49,30.92,6.3,50,46,24,14.7,Rain,No,Shady
Cafe Borough,No,No,49.401476,8.676235,East,2024-12-30,365,08:00,04:00,22:29,0.0,13.7,65,77,0,0.2,Rain,Yes,Shady
Cafe de Hearth,Yes,Yes,49.397853,8.671603,East,2024-05-05,126,15:15,05:42,20:47,45.29,14.6,85,85,0,9.0,Clear,Yes,Sunny
Twilight Beans,Yes,No,49.401296,8.676861,South,2023-12-21,355,12:30,04:00,22:29,0.0,19.8,50,52,4,10.0,Clear,Yes,Sunny
The Barn Cafe,Yes,No,49.393312,8.664921,East,2024-10-19,293,20:30,04:30,21:59,22.56,13.5,57,0,64,4.1,Clear,No,Sunny
Amber Café,No,No,49.396348,8.67696,East,2023-10-07,280,11:15,04:42,21:47,0.0,23.6,82,100,0,3.7,Clear,Yes,Shady
Cafe de Bean,Yes,Yes,49.405124,8.678507,South,2025-05-16,136,07:00,05:48,20:41,19.14,14.8,56,50,7,12.3,Clear,No,Sunny
Café Rossi,Yes,No,49.399562,8.663839,North,2025-01-01,1,14:00,04:01,22:28,0.0,17.7,43,99,0,9.0,Cloudy,Yes,Sunny
Cafe de Nova,No,Yes,49.396277,8.66201,East,2024-11-14,319,20:00,04:10,22:19,37.19,10.2,58,19,34,6.0,Cloudy,No,Sunny
Mist Roasters,Yes,No,49.394467,8.66541,North,2023-12-05,339,13:30,04:02,22:27,0.0,16.2,74,93,0,8.8,Clear,Yes,Sunny
Loft Café,No,Yes,49.401755,8.671851,East,2023-10-01,274,12:30,04:48,21:41,0.0,16.0,69,68,0,11.7,Clear,Yes,Sunny
Willow Beans,No,Yes,49.393586,8.670261,East,2024-04-30,121,08:00,05:38,20:51,29.19,13.5,72,43,24,1.6,Rain,No,Shady
Stream Café,Yes,Yes,49.397222,8.673188,South,2025-05-20,140,13:00,05:51,20:38,74.66,23.1,60,83,0,12.6,Fog,Yes,Shady
Cafe de Brook,Yes,Yes,49.400782,8.665691,South,2024-01-09,9,15:00,04:03,22:26,0.0,22.9,80,86,0,2.3,Rain,Yes,Sunny
Quay Roasters,Yes,No,49.400422,8.669293,East,2024-05-03,124,19:30,05:40,20:49,0.0,11.7,51,44,24,13.7,Cloudy,No,Sunny
Cafe Grove,No,Yes,49.40928,8.670609,South,2024-01-04,4,10:30,04:01,22:28,0.0,22.7,85,80,0,8.5,Clear,Yes,Sunny
Corner Roasters,Yes,No,49.403231,8.669247,East,2024-04-02,93,20:30,05:12,21:17,0.0,12.7,58,3,52,7.1,Clear,No,Sunny
Vienna Espresso,Yes,No,49.40025,8.686544,East,2023-08-22,234,11:15,05:28,21:01,40.96,11.1,86,11,41,10.6,Clear,No,Sunny
Café Corner,Yes,No,49.401649,8.67831,North,2025-05-02,122,07:30,05:39,20:50,15.41,12.5,88,31,37,6.7,Clear,No,Sunny
Cafe Valley,Yes,Yes,49.397911,8.67125,West,2024-12-08,343,10:15,04:01,22:28,0.0,7.0,84,12,57,14.8,Rain,No,Sunny
The Soho Cafe,No,No,49.393417,8.669679,East,2024-05-11,132,12:00,05:46,20:43,70.23,14.4,58,69,0,9.5,Fog,Yes,Sunny
The Crema Cafe,No,Yes,49.399624,8.66584,North,2025-05-05,125,08:15,05:41,20:48,31.48,18.9,58,76,0,13.9,Cloudy,Yes,Sunny
Obsidian Coffee,Yes,No,49.400349,8.672488,South,2023-09-30,273,13:45,04:49,21:40,0.0,12.7,83,50,10,2.0,Clear,No,Sunny
Cafe Moss,No,No,49.39246,8.678164,South,2024-11-10,315,20:45,04:13,22:16,35.35,7.3,67,92,0,3.6,Fog,Yes,Sunny
Vine Roasters,No,Yes,49.399509,8.669989,North,2023-07-28,209,07:15,05:48,20:41,18.55,10.1,44,73,0,0.9,Rain,Yes,Shady
Nook Café,No,No,49.403357,8.66605,West,2024-07-30,212,12:30,05:46,20:43,68.75,18.2,74,54,0,13.9,Clear,Yes,Shady
The Dawn Cafe,Yes,No,49.399438,8.666122,South,2023-08-09,221,13:45,05:39,20:50,56.95,16.8,46,76,0,0.3,Cloudy,Yes,Sunny
Nova Beans,Yes,Yes,49.391127,8.670331,East,2023-07-11,192,07:15,05:56,20:33,21.82,15.3,60,85,0,11.0,Cloudy,Yes,Sunny
Café Hill,No,Yes,49.395835,8.676992,West,2024-01-01,1,12:15,04:01,22:28,0.0,17.2,80,25,43,5.7,Clear,No,Shady
Latte Café,Yes,No,49.400072,8.669419,North,2023-10-23,296,08:30,04:27,22:02,0.0,14.6,76,30,20,1.9,Fog,No,Sunny
